Dwayne Johnson	Empire State
Tim Blake Nelson	Adventures in the Sin Bin
Lin Shaye	In a Pickle
Johnny Depp	Secret Window
Maria Bello	Secret Window
Lacey Chabert	Bratz Genie Magic
Jeff Bennett	Bratz Genie Magic
Martin Sheen	The Bell
Thomas Lennon	That's What She Said
Ron Jeremy	Stone &amp; Ed
Mircea Monroe	Stone &amp; Ed
C. Thomas Howell	The Far Side of Jericho
James Cromwell	Avenger
Sam Rockwell	Everybody's Fine
Robert De Niro	Everybody's Fine
Melissa Leo	Everybody's Fine
Lauren Ambrose	Loving Leah
Robert Patrick	Good Day for It
Lance Henriksen	Good Day for It
Michael Madsen	Forest of the Living Dead
David Strathairn	Temple Grandin
Robert De Niro	Killing Season
Sigourney Weaver	Cedar Rapids
Stephen Root	Cedar Rapids
Ed Helms	Cedar Rapids
John C. Reilly	Cedar Rapids
Rob Corddry	Cedar Rapids
Thomas Lennon	Cedar Rapids
Parker Posey	Grab
Adam Scott	The Vicious Kind
J.K. Simmons	The Vicious Kind
Elaine Hendrix	Coffee Date
Diora Baird	The History of American Movies 1974-2004
Diora Baird	Dry Run
Diora Baird	Howlin' for You
Sean Patrick Flanery	Howlin' for You
Bruce Willis	G.I. Joe: Retaliation
Channing Tatum	G.I. Joe: Retaliation
Dwayne Johnson	G.I. Joe: Retaliation
Will Smith	I Am Legend
Emma Thompson	I Am Legend
Ben Kingsley	You Kill Me
Philip Baker Hall	You Kill Me
Luke Wilson	You Kill Me
Vivica A. Fox	The Hard Corps
Tom Sizemore	The Flyboys
Forest Whitaker	The Last King of Scotland
Lochlyn Munro	Space Buddies
Michael Shannon	The Missing Person
Edrick Browne	Unknown Soldier
Jeffrey Wright	With All Deliberate Speed
Ray Wise	Superman: Doomsday
Tom Kenny	Superman: Doomsday
Anthony Mackie	Sucker Free City
John Savage	Sucker Free City
Jeff Bennett	Disney Princess Enchanted Tales: Follow Your Dreams
Frank Welker	Disney Princess Enchanted Tales: Follow Your Dreams
David Jensen	Wolvesbayne
Edrick Browne	Wolvesbayne
Sean Astin	Smile
Beau Bridges	Smile
Stephen Tobolowsky	Stephen Tobolowsky's Birthday Party
Amy Adams	Stephen Tobolowsky's Birthday Party
Lance Henriksen	Supernova
Frank Welker	Scooby-Doo! and the Samurai Sword
Brian Cox	Scooby-Doo! and the Samurai Sword
Frank Welker	Scooby-Doo! and the Samurai Sword
Rob Schneider	American Virgin
50 Cent	Caught in the Crossfire
Jeff Bennett	Eggscellent
Dustin Hoffman	Against the Tide
Jeremy Sisto	The Thirst
Richard Riehle	Messengers 2: The Scarecrow
Paul Giamatti	Cold Souls
David Strathairn	Cold Souls
Lauren Ambrose	Cold Souls
Gina Gershon	Out Of Season
David Koechner	Careless
Dee Wallace	Boo!
Brett Rice	Like Dandelion Dust
Keith David	The Fifth Commandment
Molly Shannon	Bad Teacher
Lucy Punch	Bad Teacher
Thomas Lennon	Bad Teacher
Kevin Kline	No Strings Attached
Olivia Thirlby	No Strings Attached
Dermot Mulroney	Inhale
Woody Harrelson	The Hunger Games
Stanley Tucci	The Hunger Games
Elizabeth Banks	The Hunger Games
Danny Trejo	Boston Girls
Dee Wallace	Matchmaker Mary
Arielle Kebbel	Aquamarine
Hugh Jackman	Flushed Away
Ian McKellen	Flushed Away
Terrence Howard	Four Brothers
Taraji P. Henson	Four Brothers
Elizabeth Banks	Slither
Michael Rooker	Slither
Jenna Fischer	Slither
Nicole Kidman	Fur
Robert Downey Jr.	Fur
Jane Lynch	Glee: The 3D Concert Movie
Michael Rooker	DC Showcase Original Shorts Collection
Malcolm McDowell	DC Showcase Original Shorts Collection
Jeff Bennett	DC Showcase Original Shorts Collection
Steven Bauer	Pauly Shore's Natural Born Komics Sketch Comedy Movie: Miami
James Russo	Blackwater Valley Exorcism
Kevin Kline	New York City Ballet: Bringing Balanchine Back
Michael Sheen	Music Within
James Franco	Nights in Rodanthe
Viola Davis	Nights in Rodanthe
Rob Corddry	What Happens in Vegas
Zach Galifianakis	What Happens in Vegas
Queen Latifah	What Happens in Vegas
Tara Reid	If I Had Known I Was a Genius
Keith David	If I Had Known I Was a Genius
James Marsden	27 Dresses
Judy Greer	27 Dresses
Malin ?kerman	27 Dresses
John Leguizamo	Sue?o
Ron Perlman	The Scorpion King 3: Battle for Redemption
David Carradine	Absolute Evil
Marc Macaulay	Nine Dead
Edrick Browne	Nine Dead
Kevin Corrigan	Hit and Run
Kristen Bell	Spartan
Val Kilmer	Spartan
William H. Macy	Spartan
Samuel L. Jackson	Home of the Brave
Jessica Biel	Home of the Brave
50 Cent	Home of the Brave
Frank Welker	The Land Before Time XII: The Great Day of the Flyers
Jeff Bennett	The Land Before Time XII: The Great Day of the Flyers
Bruce Willis	What Just Happened
Sean Penn	What Just Happened
Stanley Tucci	What Just Happened
Robert De Niro	What Just Happened
Robin Wright	What Just Happened
Kristen Stewart	What Just Happened
Javier Bardem	Vicky Cristina Barcelona
Scarlett Johansson	Vicky Cristina Barcelona
Patricia Clarkson	Vicky Cristina Barcelona
Chris Messina	Vicky Cristina Barcelona
Bruce McGill	The Perfect Game
David Koechner	The Perfect Game
Nicolas Cage	Astro Boy
Kristen Bell	Astro Boy
Samuel L. Jackson	Astro Boy
Robert Duvall	The Road
Melanie Lynskey	The Informant!
Matt Damon	The Informant!
Tony Hale	The Informant!
Christian Bale	Terminator Salvation
Michael Ironside	Terminator Salvation
Keith David	Charlie Valentine
James Russo	Charlie Valentine
Steven Bauer	Charlie Valentine
Tom Wilkinson	Recount
Kevin Spacey	Recount
John Leguizamo	Nothing like the Holidays
Alfred Molina	Nothing like the Holidays
Kristen Wiig	All Good Things
Philip Baker Hall	All Good Things
Jon Voight	Beyond
Dermot Mulroney	Beyond
Rhoda Griffis	Teen Spirit
Michael Rooker	Brother's Keeper
Ray Wise	Brother's Keeper
Michael Rooker	Elwood
Ron Perlman	Elwood
Bruce Davison	Elwood
Michael Rooker	Rogue River
Bill Moseley	Rogue River
David Jensen	Alien Tornado
Eric Roberts	The Wicked Within
Elaine Hendrix	Material Lies
James Duval	The Pacific and Eddy
Bryan Cranston	Intellectual Property
Richard Riehle	Intellectual Property
Lance Henriksen	Alone in the Dark II
Bill Moseley	Alone in the Dark II
Danny Trejo	Alone in the Dark II
Christian Bale	The Dark Knight Rises
Gary Oldman	The Dark Knight Rises
Morgan Freeman	The Dark Knight Rises
Michael Caine	The Dark Knight Rises
Joseph Gordon-Levitt	The Dark Knight Rises
Liam Neeson	The Dark Knight Rises
Juno Temple	The Dark Knight Rises
Will Ferrell	The Landlord
Carla Gugino	Race to Witch Mountain
Dwayne Johnson	Race to Witch Mountain
Ciar?n Hinds	Race to Witch Mountain
Clifton Powell	Vicious Circle
Stephen Dorff	Felon
Val Kilmer	Felon
Kevin Bacon	My One and Only
David Koechner	My One and Only
Frank Welker	Scooby-Doo! The Mystery Begins
Bill Murray	Broken Flowers
Jeffrey Wright	Broken Flowers
Frances Conroy	Broken Flowers
Christopher McDonald	Broken Flowers
Carmen Electra	Cheaper by the Dozen 2
John C. Reilly	Dark Water
Robert Downey Jr.	Kiss Kiss Bang Bang
Val Kilmer	Kiss Kiss Bang Bang
Michelle Monaghan	Kiss Kiss Bang Bang
Adam Scott	Monster-in-Law
Will Arnett	Monster-in-Law
Rachel McAdams	Red Eye
Brian Cox	Red Eye
Tom Sizemore	Before I Sleep
Eric Roberts	Before I Sleep
Jeff Bennett	Tinker Bell and the Lost Treasure
Mike Vogel	Living Loaded
Kevin Corrigan	Moves: The Rise And Rise Of The New Pornographers
Bill Hader	Moves: The Rise And Rise Of The New Pornographers
Paul Rudd	Moves: The Rise And Rise Of The New Pornographers
Lauren Ambrose	Grassroots
Joel David Moore	Grassroots
Tom Arnold	Grassroots
Christopher McDonald	Grassroots
Cedric the Entertainer	Grassroots
Carlos Alazraqui	The Kumquat Kwadruplets
Michael Ironside	Storm Cell
Eric Roberts	Depth Charge
Liev Schreiber	Every Day
Carla Gugino	Every Day
Beau Bridges	Stargate: The Ark of Truth
Beau Bridges	Stargate: Continuum
Will Forte	Nebraska
Rance Howard	Nebraska
Sean Astin	Love's Christmas Journey
Patricia Clarkson	Blind Date
Stanley Tucci	Blind Date
Frank Welker	Science Ninja Team Gatchaman
John Leguizamo	Paraiso Travel
Lin Shaye	The Penthouse
Lochlyn Munro	The Penthouse
Adam LeFevre	Unconscious
Tara Reid	The Big Lebowski 2
Tara Reid	The Big Lebowski 2
Tara Reid	The Big Lebowski 2
Tara Reid	The Big Lebowski 2
Steve Carell	The Incredible Burt Wonderstone
Jim Carrey	The Incredible Burt Wonderstone
Steve Buscemi	The Incredible Burt Wonderstone
Olivia Wilde	The Incredible Burt Wonderstone
Alan Arkin	The Incredible Burt Wonderstone
Tracy Morgan	Why Stop Now
Jesse Eisenberg	Why Stop Now
Melissa Leo	Why Stop Now
Bruce Willis	The Black Mamba
Danny McBride	Kenny Powers - The K-Swiss MFCEO
J.D. Evermore	The Host
Rob Schneider	Shark Bait
Joel Michaely	Shark Bait
Malcolm McDowell	Cut Off
Clint Howard	Cut Off
Edrick Browne	Cool Dog
Christa Campbell	Cool Dog
David Jensen	Cool Dog
Sean Astin	Part Two: The Warm Mission
Samuel L. Jackson	Arena
Kellan Lutz	Arena
James Remar	Arena
Ving Rhames	Ving Rhames Wins Oscar for Piranha 3D
Christopher Lloyd	The Return of Captain Kidd
Craig Robinson	Escape from Planet Earth
Jessica Alba	Escape from Planet Earth
Rob Corddry	Escape from Planet Earth
Jane Lynch	Escape from Planet Earth
Michael Ironside	Spin
Missi Pyle	My Uncle Rafael
Nicolas Cage	The Sorcerer's Apprentice
Alfred Molina	The Sorcerer's Apprentice
Leonardo DiCaprio	Inception
Michael Caine	Inception
Joseph Gordon-Levitt	Inception
Will Arnett	Despicable Me
Steve Carell	Despicable Me
Kristen Wiig	Despicable Me
Danny McBride	Despicable Me
Ken Jeong	Despicable Me
Rob Huebel	Despicable Me
Danny Trejo	Predators
Kathy Bates	The Day the Earth Stood Still
Christa Campbell	The Drone Virus
Mike Epps	Sparkle
Omari Hardwick	Sparkle
Jeff Bennett	Bionicle: The Legend Reborn
Woody Harrelson	Semi-Pro
Rob Corddry	Semi-Pro
Will Arnett	Semi-Pro
Will Ferrell	Semi-Pro
David Koechner	Semi-Pro
Matt Walsh	Semi-Pro
Kristen Wiig	Semi-Pro
Ed Helms	Semi-Pro
David Strathairn	Fracture
Anthony Hopkins	Fracture
Billy Burke	Fracture
Bob Gunton	Fracture
Fred Willard	Epic Movie
Jennifer Coolidge	Epic Movie
Carmen Electra	Epic Movie
Jesse Eisenberg	The Hunting Party
Terrence Howard	The Hunting Party
James Russo	One Among Us
Noel Gugliemi	7 Mummies
Danny Trejo	7 Mummies
Malcolm McDowell	Halloween II
Daniel Roebuck	Halloween II
Brad Dourif	Halloween II
Richard Riehle	Halloween II
Cam Gigandet	The Roommate
J.K. Simmons	Jobs
Dermot Mulroney	Jobs
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Frank Welker	Garfield's Pet Force
Jeff Bennett	Dr Dolittle Million Dollar Mutts
Jeff Bennett	Dr Dolittle Million Dollar Mutts
Sam Rockwell	The Hitchhiker's Guide to the Galaxy
John Malkovich	The Hitchhiker's Guide to the Galaxy
Vivica A. Fox	Cover
Jessica Alba	Valentine's Day
Bradley Cooper	Valentine's Day
Queen Latifah	Valentine's Day
Jamie Foxx	Valentine's Day
Kathy Bates	Valentine's Day
Chazz Palminteri	Yonkers Joe
Rus Blackwell	Battle: Los Angeles
Val Kilmer	Bloodworth
Kris Kristofferson	Bloodworth
Frances Conroy	Bloodworth
Rance Howard	Bloodworth
Beau Bridges	Rushlights
Aidan Quinn	Rushlights
Kevin Corrigan	Lonesome Jim
Mark Boone Junior	Lonesome Jim
Seymour Cassel	Lonesome Jim
Fred Armisen	The Smurfs
Frank Welker	The Smurfs
John Savage	The Golden Boys
Rip Torn	The Golden Boys
David Carradine	The Golden Boys
David Cross	Alvin and the Chipmunks: The Squeakquel
Justin Long	Alvin and the Chipmunks: The Squeakquel
Amy Poehler	Alvin and the Chipmunks: The Squeakquel
Clint Howard	UnConventional
David Carradine	UnConventional
Noel Gugliemi	Getting High in the Barrio
Kevin Corrigan	Registered Sex Offender
Dee Wallace	Little Red Devil
James Russo	Little Red Devil
Bruce Davison	Megafault
Amanda Seyfried	Official Selection
Jennifer Coolidge	The Jack of Spades
Lance E. Nichols	The Jack of Spades
Marc Macaulay	The Jack of Spades
Tara Reid	7-10 Split
Vinnie Jones	7-10 Split
Ray Wise	7-10 Split
Rob Huebel	7-10 Split
Vincent Pastore	7-10 Split
Malin ?kerman	Hemlock Drive
Susan Sarandon	Hemlock Drive
Tony Curran	The Presence
Snoop Dogg	We the Party
Will Arnett	Wristcutters: A Love Story
Mark Boone Junior	Wristcutters: A Love Story
Maria Bello	Downloading Nancy
Melissa Leo	Frozen River
Mark Boone Junior	Frozen River
Martin Starr	Good Dick
Tom Arnold	Good Dick
Luke Wilson	Henry Poole Is Here
Beth Grant	Henry Poole Is Here
Kevin Bacon	Where the Truth Lies
Colin Firth	Where the Truth Lies
John Heard	The Truth
Michael Rooker	The Eliminator
Seth Rogen	Kung Fu Panda: Secrets of the Masters
Dustin Hoffman	Kung Fu Panda: Secrets of the Masters
Rob Riggle	The Boondoggle
Thomas Lennon	The Boondoggle
Keith David	Synecdoche
Christian Bale	The Fighter
Melissa Leo	The Fighter
Amy Adams	The Fighter
Melissa Leo	Ball Don't Lie
Melissa Leo	The Dry Land
Michael Madsen	Buttermilk Sky
Toby Jones	Your Highness
Danny McBride	Your Highness
James Franco	Your Highness
Justin Long	Going the Distance
Rob Riggle	Going the Distance
Ron Perlman	I Sell the Dead
Jane Lynch	Suffering Man's Charity
Mark Boone Junior	A Perfect Place
Bill Moseley	A Perfect Place
Dermot Mulroney	The Memory Keeper's Daughter
Eric Roberts	Fatal Desire
James Duval	Evilution
Noel Gugliemi	Evilution
Dean Cain	Aussie &amp; Ted's Great Adventure
Sean Patrick Flanery	Lake Effects
Richard Riehle	Lake Effects
Bill Moseley	Anderson's Cross
Bruce McGill	Held Hostage
Parker Posey	Happy Tears
Rip Torn	Happy Tears
Jesse Eisenberg	The Social Network
Rashida Jones	The Social Network
Chlo? Moretz	Let Me In
Lindsay Lohan	My Scene Goes Hollywood
Lacey Chabert	Being Michael Madsen
Michael Madsen	Being Michael Madsen
David Carradine	Being Michael Madsen
Tony Curran	Cat Run
Christopher McDonald	Cat Run
Alan Arkin	Rendition
Bob Gunton	Rendition
J.K. Simmons	Rendition
Mark Boone Junior	The Legend of Lucy Keyes
Sean Patrick Flanery	Ten Inch Hero
Vince Vaughn	The Watch
Rosemarie DeWitt	The Watch
Jonah Hill	The Watch
Ben Stiller	The Watch
Will Forte	The Watch
Billy Crudup	The Watch
Bonnie Johnson	The Watch
Bryan Cranston	Batman: Year One
Christopher Lloyd	Back for the Future
Bill Hader	Back for the Future
Tom Hanks	The Road We've Traveled
Snoop Dogg	Boss'n Up
Diora Baird	Brain Blockers
Alec Baldwin	Broadway: The Golden Age
Liev Schreiber	Broadway: The Golden Age
50 Cent	Blood Out
Val Kilmer	Blood Out
Vinnie Jones	Blood Out
Christopher Walken	Around the Bend
Josh Lucas	Around the Bend
Michael Caine	Around the Bend
Kathryn Hahn	Around the Bend
Danny Glover	Barnyard
David Koechner	Barnyard
Bob Gunton	Believe in Me
Val Kilmer	American Cowslip
Rip Torn	American Cowslip
Cloris Leachman	American Cowslip
Stanley Tucci	Swing Vote
Lance Henriksen	Appaloosa
Ed Harris	Appaloosa
Jeremy Irons	Appaloosa
Jennifer Coolidge	Testosterone
David Strathairn	Steel Toes
Kevin Corrigan	The Chaperone
Edrick Browne	The Chaperone
Patrick Warburton	It's a Trap!
Snoop Dogg	Hip Hop Immortals: We Got Your Kids
F. Murray Abraham	Try to Remember: The Fantasticks
David Carradine	David Carradine's AM &amp; PM Tai Chi Workout for Beginners
Sean Patrick Flanery	Crystal River
Fred Willard	How to Lose Your Lover
C. Thomas Howell	Nursie
Al Pacino	Stand Up Guys
Alan Arkin	Stand Up Guys
Christopher Walken	Stand Up Guys
Lucy Punch	Stand Up Guys
Vinnie Jones	Loaded
Giancarlo Esposito	The Box
Robert Redford	An Unfinished Life
Josh Lucas	An Unfinished Life
Morgan Freeman	An Unfinished Life
Lindsay Lohan	Mean Girls
Rachel McAdams	Mean Girls
Lacey Chabert	Mean Girls
Amanda Seyfried	Mean Girls
Amy Poehler	Mean Girls
Jamie Foxx	Redemption: The Stan Tookie Williams Story
Keith David	The Chronicles of Riddick
Robert Patrick	Elvis
Heather Graham	At Any Price
Dennis Quaid	At Any Price
Jon Voight	Superbabies: Baby Geniuses 2
Jon Voight	Superbabies: Baby Geniuses 2
Ron Perlman	Tarzan II
Lance Henriksen	Tarzan II
Robin Williams	The Big White
Tim Blake Nelson	The Big White
Woody Harrelson	The Big White
Samuel L. Jackson	Twisted
David Strathairn	Twisted
Jim Carrey	Used Guys
Ben Stiller	Used Guys
David Cross	Comedians of Comedy: Live at the Troubadour
Javier Bardem	Goya's Ghosts
Ray Liotta	Powder Blue
Forest Whitaker	Powder Blue
Jessica Biel	Powder Blue
Kris Kristofferson	Powder Blue
David Carradine	Archie's Final Project
Tony Hale	Archie's Final Project
Clifton Powell	Roscoe's House of Chicken 'N Waffles
Danny Glover	Legend of Earthsea
Steve Coogan	Hamlet 2
Amy Poehler	Hamlet 2
Carlos Alazraqui	Cats &amp; Dogs: The Revenge of Kitty Galore
Michael Clarke Duncan	Cats &amp; Dogs: The Revenge of Kitty Galore
James Marsden	Cats &amp; Dogs: The Revenge of Kitty Galore
Fred Armisen	Cats &amp; Dogs: The Revenge of Kitty Galore
Wallace Shawn	Cats &amp; Dogs: The Revenge of Kitty Galore
J.K. Simmons	Cats &amp; Dogs: The Revenge of Kitty Galore
Liev Schreiber	Salt
Mike Vogel	Across the Hall
Zach Galifianakis	Dinner for Schmucks
Paul Rudd	Dinner for Schmucks
Lucy Punch	Dinner for Schmucks
Steve Carell	Dinner for Schmucks
Dwayne Johnson	The Other Guys
Steve Coogan	The Other Guys
Samuel L. Jackson	The Other Guys
Will Ferrell	The Other Guys
Rob Riggle	The Other Guys
Rob Huebel	The Other Guys
Bobby Cannavale	The Other Guys
Ray Wise	Infestation
Jackson Rathbone	The Valley of Light
Tom Sizemore	Ring Around the Rosie
Robert Forster	Like Mother, Like Son: The Strange Story of Sante and Kenny Kimes
Elias Koteas	3 Backyards
Mike Vogel	Blue Valentine
Paul Rudd	Casino Jack: The United States of Money
Ron Jeremy	The Auteur
Ron Perlman	No. 6
Allison Janney	Margaret
Matt Damon	Margaret
Olivia Thirlby	Margaret
Rosemarie DeWitt	Margaret
Rhoda Griffis	Road Trip: Beer Pong
Bryan Cranston	Leave
Sean Astin	Balto III: Wings of Change
Frank Welker	The Jimmy Timmy Power Hour 2: When Nerds Collide
Carlos Alazraqui	The Jimmy Timmy Power Hour 2: When Nerds Collide
Jeff Bennett	The Jimmy Timmy Power Hour 2: When Nerds Collide
Nicolas Cage	Seeking Justice
Joe Chrest	Seeking Justice
Vivica A. Fox	Pastor Jones: The Complete First Season
Vivica A. Fox	The Land of the Astronauts
Lin Shaye	The Land of the Astronauts
Vivica A. Fox	Junkyard Dog
Brad Dourif	Junkyard Dog
John Savage	The Grift
Billy Burke	The Grift
Tom Arnold	Jewtopia
Joel David Moore	Jewtopia
Lin Shaye	Jewtopia
Craig Robinson	Miss March
Lance Henriksen	The Chosen One
Stephen Root	Tom and Jerry and the Wizard of Oz
Frances Conroy	Tom and Jerry and the Wizard of Oz
Russell Crowe	Cinderella Man
Paul Giamatti	Cinderella Man
Bruce McGill	Cinderella Man
Rosemarie DeWitt	Cinderella Man
Ben Kingsley	Mrs. Harris
Cloris Leachman	Mrs. Harris
Philip Baker Hall	Mrs. Harris
Stephen McHattie	Who Is Clark Rockefeller?
Denzel Washington	D?j? Vu
Val Kilmer	D?j? Vu
David Jensen	D?j? Vu
Christopher Walken	Domino
John Savage	The Violent Kind
Robert Redford	All Is Lost
Tara Reid	Sharknado
John Heard	Sharknado
Ralph Fiennes	Wallace &amp; Gromit: The Curse of the Were-Rabbit
Wallace Shawn	Andre Gregory: Before and After Dinner
Joel Michaely	Who's Afraid of Vagina Wolf?
Liev Schreiber	Sputnik Mania
Judy Greer	13 Going on 30
Ben Stiller	Along Came Polly
Jennifer Aniston	Along Came Polly
Philip Seymour Hoffman	Along Came Polly
Alec Baldwin	Along Came Polly
Ving Rhames	Dawn of the Dead
Matt Damon	Jersey Girl
Will Smith	Jersey Girl
Kristen Stewart	Speak
Ben Stiller	Starsky &amp; Hutch
Owen Wilson	Starsky &amp; Hutch
Vince Vaughn	Starsky &amp; Hutch
Snoop Dogg	Starsky &amp; Hutch
Carmen Electra	Starsky &amp; Hutch
Jason Bateman	Starsky &amp; Hutch
Matt Walsh	Starsky &amp; Hutch
James Remar	The Girl Next Door
Paul Dano	The Girl Next Door
Samuel L. Jackson	The Incredibles
Wallace Shawn	The Incredibles
Kathryn Hahn	Win a Date with Tad Hamilton!
Stephen Tobolowsky	Win a Date with Tad Hamilton!
Kristen Wiig	MacGruber
Val Kilmer	MacGruber
Will Forte	MacGruber
Robert De Niro	Little Fockers
Owen Wilson	Little Fockers
Ben Stiller	Little Fockers
Dustin Hoffman	Little Fockers
Jessica Alba	Little Fockers
Rob Huebel	Little Fockers
Kevin Hart	Little Fockers
James Remar	Vacation 8
Jessica Biel	The Tall Man
Stephen McHattie	The Tall Man
Michael Biehn	The Victim
Anna Kendrick	Pitch Perfect
Elizabeth Banks	Pitch Perfect
Tom Arnold	Madea's Witness Protection
Tom Wilkinson	If Only
Billy Crudup	Stage Beauty
Tom Wilkinson	Stage Beauty
Joseph Gordon-Levitt	Women in Trouble
Carla Gugino	Women in Trouble
Josh Brolin	Women in Trouble
Michael Madsen	Hired Gun
Bruce McGill	Valley of the Heart's Delight
Mircea Monroe	Finding Bliss
Christa Campbell	Finding Bliss
Brad Pitt	Moneyball
Philip Seymour Hoffman	Moneyball
Jonah Hill	Moneyball
